x1,x2,r
24289,45833,28090
19518,39026,48793
43699,37451,58918
47317,23610,54658
10261,38159,37888
6728,11137,54967
54565,34434,52839
7158,5952,35346
5680,7992,10175
45821,41735,57892
21974,58409,25408
13764,52475,45626
13102,32787,17765
51553,57056,35524
13452,44108,38403
299,56547,14428
5079,43210,57887
8406,44127,56160
27300,21742,51518
50583,49447,45996
14744,34535,45232
12679,23884,9214
20982,56529,36182
43021,54612,23000
42517,24422,56201
9766,49341,12596
31325,39255,39088
49113,2491,34989
36252,31968,32505
20547,53615,40633
33014,37950,40054
38763,30681,22673
55075,57305,10919
19338,40017,24956
49414,512,9714
17822,47193,18003
4875,36437,10581
53631,40495,21139
19412,28070,33508
37991,30911,11435
30207,40816,13997
13337,45372,35073
40709,44176,20298
46161,5025,7281
14008,38220,35457
42613,11060,30128
8614,49646,22541
36720,29038,9168
34266,22766,17856
8940,51275,11796
18025,7810,54565
2722,26963,16590
15228,55963,52906
41177,2778,28455
27694,31212,37608
55764,43999,14130
15047,12836,26958
3264,59626,34979
55632,24,33634
41878,56148,41285
29113,21506,53435
40757,35219,56239
44070,57922,11249
42744,21728,58266
36120,29614,54036
31383,47776,56661
34397,29904,33117
12158,40453,26251
7633,34210,23757
27540,52405,54287
1144,2957,7373
50431,30661,35298
15933,32650,58527
53909,9352,22075
22062,36187,2864
35147,59020,28676
825,30772,7962
1695,44955,2075
43147,57766,41014
18284,2913,21937
20371,51232,6038
41405,28237,3154
54817,29481,17976
36086,34123,17758
44908,58330,45326
42101,22562,24986
13423,5142,9092
55060,45852,43697
27265,50431,54876
41041,19890,26741
48227,47612,30362
5916,43639,53032
54719,48258,10245
25536,57913,22340
14071,38066,7413
34392,55070,16491
51704,11369,57094
25786,42483,11437
48847,16568,14062
23291,59147,48711
22745,55519,38973
6073,10947,2354
21710,23067,10623
58052,7945,23089
14294,17268,30585
20560,51,16215
7868,50322,37669
43653,58384,43456
2311,36732,49630
51125,42294,20677
11898,53404,4247
12210,11131,7700
53747,45555,11714
1065,4647,22790
47758,29472,36129
17282,18240,44861
26898,50821,45893
2537,51041,3388
16231,47691,20979
23062,33307,36907
35239,568,37759
37208,8927,18788
26063,32088,12775
4990,49723,13159
52370,48352,34963
42155,29098,21348
33562,49378,27853
32567,42787,17842
47665,39496,32950
58044,4577,38377
6920,29965,20229
12788,37532,38214
36769,37028,357
3668,31952,22022
18168,54215,43376
36975,44702,35545
26214,40707,26938
17343,43101,19531
55559,44094,29524
23270,16034,30709
44725,39013,15382
46113,48559,46526
30950,6516,14536
12646,3643,28813
6580,39721,36489
27645,26986,15693
10758,32774,33931
24191,642,13973
44645,20197,56495
16037,7483,13192
30392,49396,46366
46211,38862,15337
43220,48840,4341
7272,42178,54090
50928,47189,59449
54671,44444,23512
19216,5187,9456
55207,24256,11003
927,7718,31021
17747,42509,6420
27795,43162,59605
48007,4025,21602
13093,21405,26997
23211,44251,38541
58981,17976,11021
36601,24136,54766
50801,30879,55226
33508,15606,41771
1623,22363,13734
2299,50957,50855
47399,36591,15277
32760,59385,31566
15683,57805,21772
59723,57995,59266
28710,14699,47507
19635,28586,38569
12514,4209,53083
14172,43581,40974
40402,45693,11517
55614,18572,21770
35371,28755,176
43820,55935,19272
39419,6164,5506
32845,43424,1082
57745,20655,51030
18799,20655,47939
8205,14892,43805
11237,51489,4474
20647,11873,59944
25447,52421,50588
48793,9058,24211
17488,4930,11811
29397,4326,46049
36505,23405,20062
20183,25233,31643
43607,14330,49047
15503,44569,36759
25485,15955,35962
52145,11259,56916
40923,1931,39640
3051,4790,16786
9534,17884,39439
22045,38991,4605
1866,28226,54715
29479,42612,48743
33721,51962,56916
27172,50481,25671
14462,4712,56168
55559,18045,8252
29963,24438,23025
35173,53809,6737
50610,51673,55187
45287,59839,2194
27347,31050,21076
34700,26494,7779
43678,1226,21844
46901,4321,23044
59722,57888,6838
6399,6095,7844
31541,31214,57104
47294,33099,23577
53561,4040,38436
44770,57878,55149
20983,37115,52418
8127,26559,35651
28130,54835,1741
46271,49136,15030
931,51202,38468
43026,20430,20015
20683,37814,15109
51407,47539,41628
16183,56976,52245
22859,28706,22495
30023,40195,57368
1165,50534,21600
4899,28545,34492
31056,31966,43115
55512,59373,19882
47394,44751,19390
50265,10335,22365
1733,22139,31590
7916,46880,76
23342,19685,11831
35878,8010,6967
13890,3351,48982
7258,50958,38858
45136,27241,28956
31297,35529,51250
11390,44656,22009
56889,44947,6311
19645,56556,24532
9641,47185,3192
1813,23749,8886
49603,32299,49980
23363,15138,56137
11531,7727,30219
43468,59661,30185
15058,43950,42254
50409,47515,1305
49713,34864,942
54059,9885,32187
25476,4884,59333
12605,46859,6391
31748,7850,16354
34168,27933,41242
51600,53165,1241
58081,42863,14104
40248,519,2459
56764,31509,57798
15672,10893,10265
17430,24258,18931
8889,31726,6414
59190,28056,53299
52972,24610,48821
54218,45633,26609
56437,58318,25670
21128,48797,53380
17054,10270,49910
59234,24805,46143
14079,5959,151
42855,53150,8935
54591,28426,44096
18323,14191,39455
27313,19829,2826
22626,17114,35162
19212,12688,33623
48569,26982,46138
38750,16398,8709
36987,53133,24889
29143,22487,37155
56160,9235,39415
13880,28311,4648
8529,58821,38035
51364,38240,50499
48845,23261,30621
23029,26407,11432
54373,43998,32827
38720,43996,53324
59207,41373,2458
15248,52960,29498
59941,49610,26896
22354,16948,58342
35761,58147,1204
27702,51693,55303
53027,44035,39919
34508,42952,20142
312,55938,32225
58549,30857,25509
3596,29112,47601
9347,6129,57003
18190,3192,45305
48865,34642,7594
40007,46653,44403
46468,40786,10492
23047,28149,17519
41682,54578,12458
1313,39850,11929
45242,27700,18832
12609,16304,10735
51814,26984,8649
9715,48060,394
15204,54362,1460
20972,43287,7115
1362,46807,13330
58855,48051,58486
28388,22986,43841
28702,24086,58520
21860,43357,809
13284,56523,57826
5834,50408,50476
2954,19921,19110
50557,10700,40708
14612,48651,48330
31264,22927,28964
24294,5561,7077
34124,21459,1161
4745,16343,21341
47161,12350,44178
32148,47186,44788
25628,49374,41044
20520,21582,35316
41777,1853,36714
44574,13912,26164
51806,6389,27527
435,21070,44616
46047,28559,8026
11284,31179,37228
3024,23168,17778
4754,48235,22899
28746,19603,21261
5784,14646,32981
26295,14941,17207
55952,15727,48417
59813,46878,42521
33723,39786,13382
52130,1310,26998
8991,23153,56188
55956,52591,12040
14418,32400,27247
10176,22372,53819
51911,44313,57274
40511,15552,31387
45486,25602,19560
34565,10123,16382
8387,13245,21337
45297,47369,36626
56011,39561,8739
41223,31139,55809
38236,4872,26544
51141,26426,5411
11506,15010,31331
20990,31528,33933
19248,36637,38521
10658,49691,39142
19487,29512,9778
8154,58676,14644
819,1186,33874
15652,14542,39403
14404,24439,3946
2112,42471,5580
44521,21070,24550
24179,19544,7260
30150,58564,3698
44237,25381,32589
47722,43985,39054
46754,879,16375
19418,59878,3435
23582,15572,31977
9264,37559,20434
19102,24787,38481
41676,8366,40141
2730,19429,6257
25995,55562,33781
23482,45498,26476
6077,40542,3047
4209,37400,18485
20368,5303,6536
38322,25114,55016
47088,59739,10281
19344,10923,34557
46288,16122,59414
15303,56868,47459
18293,8055,21200
841,4300,35477
33315,43848,2625
964,42581,41724
25846,32600,3724
55661,26675,28751
14309,57266,18810
46810,45713,50215
17608,53485,3528
34662,36499,59386
48723,20123,10151
17991,16097,5437
44987,22548,17595
25844,27500,6
5275,33017,51593
30332,7907,38506
697,13630,12879
3955,33979,10369
57089,47276,29400
42914,16159,43504
23791,35200,28791
201,48444,36125
3458,45650,37396
21026,19807,20696
18719,57902,20342
43663,34758,9033
629,9994,3236
24126,44817,53360
39444,23971,37500
23656,49441,53817
42744,13183,43766
25837,6372,11769
38409,19898,26122
12444,49238,16552
2424,12402,39540
17936,57626,17208
57906,1414,3716
19215,34274,2389
47003,44129,42039
46218,20374,31115
37596,13523,48422
51101,54658,58313
7047,15596,31356
10548,34573,5116
23960,11230,52850
56568,10803,44439
1259,8827,6777
56538,9784,42018
28232,27587,28027
24375,43708,29181
13559,51734,40314
16819,43014,34874
40828,3140,47020
10070,38990,20614
24243,19736,19212
36629,29128,34791
43456,3276,40864
9118,37697,37987
30837,46899,55796
20810,6510,28538
560,28092,5377
30953,28321,28484
17335,58023,36001
22977,12655,57800
59261,57430,49691
18136,50899,47029
6590,46342,54051
59474,25225,9320
14941,12008,47843
53965,5714,21053
55426,52929,33924
40383,16277,33806
46997,7891,351
18163,58240,53343
1134,59925,2285
28844,43643,21526
43429,32652,24486
54665,30942,21878
34379,14326,31185
45470,21889,45722
47519,48735,39729
38509,23601,32085
37792,12758,42512
31025,8615,19977
50557,46052,34112
5380,41950,37392
35427,47726,39484
3268,3417,19272
31551,44259,29783
52014,28122,14426
54133,3958,38513
14268,7819,9159
8817,1511,24527
55892,10352,15004
52999,53109,31581
38174,50092,22730
10988,58542,4012
52232,33098,58172
11813,21973,22599
1516,52919,20175
996,31159,43709
17404,31655,23987
57826,29957,22995
40099,59485,40706
4078,49067,39724
56182,42878,11720
28383,30881,23055
30177,20045,52107
40337,2322,34025
22046,32825,27345
11443,17795,50690
58501,9928,3983
707,30585,35245
57829,53238,57222
19429,42772,11651
5174,41658,39283
46329,20452,26941
24700,33071,8609
21683,36037,35645
5467,3513,20087
45671,45606,50935
15805,50665,29514
2107,54516,59896
30120,11624,42098
33577,29393,59456
1035,217,50299
23638,45622,13485
56168,33171,31208
8850,58458,48508
8170,2835,11032
49671,34146,9115
4835,24342,26477
73,45577,50666
21569,2207,4148
10906,6117,3361
22349,14673,5481
40010,39266,47103
10854,17791,53862
32959,12596,35950
14336,13026,5318
51668,23872,45107
12695,25162,33100
39558,38720,10687
36637,24912,51609
39960,57476,56703
14285,59777,33402
51997,37520,53824
44671,35195,22379
50352,27460,49851
7538,11510,57247
2595,33690,59895
1612,11321,28508
40822,42911,45889
38991,58563,6463
42944,10471,11146
52211,21518,4491
29345,29077,46809
10181,1303,13885
21491,41635,56585
37331,21454,40811
53490,19129,24634
58534,42579,44888
12328,57331,38725
51864,5525,8433
41524,57907,34032
35220,10905,24553
35348,15689,33176
45336,52783,51360
18947,38411,13241
17223,17451,28776
59360,15128,15398
2122,45784,26660
27059,9699,58677
6075,37290,28559
49306,23871,1394
40153,24624,20850
50849,49516,33953
55824,51335,18338
5491,969,691
14588,4772,37182
44684,36670,7573
44049,18981,46333
45368,26681,1422
20221,2086,58453
38073,5741,4987
17464,34174,14368
16286,55591,36957
18357,11838,26532
1101,33808,44806
25955,38679,59669
19084,28548,24230
278,31141,53397
40350,16336,9129
1211,11986,20663
51183,40151,41796
48281,31316,43235
32563,18135,18636
4862,9079,39116
55534,57911,28623
18065,29764,45680
14194,47945,9963
45408,20692,15897
4571,18306,43066
36165,17774,21810
6652,12945,29292
5469,48864,35786
48327,5274,42956
57859,56726,2434
1423,45449,1259
22759,37627,59196
45965,54072,40618
5102,21273,3023
1135,38299,3378
49773,44106,36023
19014,45337,27540
51445,44562,52849
17980,34882,27083
57938,48706,51181
14502,17157,54866
51593,35205,36213
58020,55142,17319
37512,10850,42630
7982,13428,58843
1803,21574,32955
44443,36443,22264
27613,40269,46282
16327,36882,14001
44706,34756,35395
49151,39131,30991
35489,8304,46693
1782,44046,53698
42391,41110,22266
23220,37781,3829
8873,24106,30128
15132,52215,11075
31623,12605,54480
47497,25865,21095
50847,35403,55606
30077,10340,24704
27501,24984,6935
29189,30672,23671
5633,10415,7801
9103,58710,45077
20945,23135,38282
17193,15665,26117
41556,58053,41402
36210,35496,22048
56049,11765,40511
25197,7270,31837
38692,55859,2322
44295,2320,52782
29614,4896,23353
47342,26325,20181
7923,25829,8329
49335,5936,39350
26015,54506,45074
20976,33338,7867
28175,3759,2913
24437,14266,29192
32444,23252,28074
32448,2119,24018
14875,36412,42684
32435,41872,5448
18326,36260,22185
31349,737,49130
55876,36731,8737
5517,46797,35150
38953,12496,46201
57259,38322,38358
15568,48190,35659
53233,24708,24614
44312,23089,10022
15003,50404,27735
45353,27845,25371
44024,45664,42407
50125,43153,31281
7154,33070,36789
14557,26379,40136
28794,22309,52374
51558,13872,59922
28109,3448,47660
52608,5769,48320
23568,19384,56867
45641,39923,9023
28276,25185,13675
57859,23087,21616
31341,52189,42057
9265,25137,4869
53601,17741,34161
36116,30490,1338
36105,27770,13553
46953,35656,32549
59067,52692,11963
35295,25802,23742
39342,34659,12498
49473,26957,55882
57314,55387,3968
50573,20628,12391
48158,12376,10474
31926,15621,44210
9253,21729,54296
27770,58323,26424
59289,48920,4734
58843,45341,7638
30703,1871,31146
12592,43064,5693
57542,47735,12552
4351,37017,35457
53061,13893,18791
32703,42228,40414
25009,4551,1907
56509,8099,9414
58781,13338,41844
4254,43753,42204
1535,41031,24287
40301,45653,22986
19933,2187,51430
30739,38290,39982
56987,29850,40909
23446,37027,31747
37460,34271,53255
2518,42188,17731
53614,48846,35056
5146,1756,36959
22397,30156,50640
10399,29162,44088
46063,39850,15418
9301,49715,28756
4011,37509,52135
50778,14658,9047
852,50077,56263
39615,55041,55372
36980,737,21816
22431,10843,7129
6416,36260,25909
19161,48840,20180
20338,33038,4487
42001,10139,2187
54314,26685,28843
52977,59083,1464
19467,3960,51994
24304,43570,28605
38872,1036,16981
26263,44182,40086
4338,4382,35765
15857,15445,58013
41475,23565,41232
42468,51240,28089
3750,27011,17119
52442,51681,58174
23905,50753,25287
22820,27313,24984
48164,35507,33257
3418,47632,34128
20838,24973,40007
11273,29324,13961
53754,35924,54349
46450,47983,45976
9069,6202,36624
27059,35845,16944
59654,49135,5176
51185,5811,21892
26578,50560,47429
40148,53756,24425
28659,51728,36899
40716,9351,1173
20705,48930,18835
13447,13825,12259
53661,5498,23374
38602,39584,27179
39676,23169,24771
23560,29001,57592
42379,26709,23676
23486,54996,38083
19515,26796,14785
26081,6345,48086
24858,22530,36094
22424,16819,54455
32560,27019,38225
7063,25325,42094
30410,52246,42390
54656,35253,28834
30917,2592,52635
48710,6498,28011
17279,52860,51578
10456,8126,37006
56948,51091,30192
36068,45165,32791
47370,42856,18866
16097,56927,40293
15417,23708,26612
31749,12651,34289
10175,835,23454
15002,29890,50716
54375,34140,6521
7174,3271,58942
17346,47935,38699
1670,5669,18692
27797,32726,43225
4569,47900,44978
26173,29582,1977
14306,3470,53148
6253,14005,56186
46293,40946,48520
56529,43025,13240
42373,10531,18771
5155,10524,46662
25134,55309,23437
49554,34858,7577
47472,48721,51485
10526,57562,55313
18663,40899,45540
8206,36955,12878
37131,7053,52062
43441,3475,37689
52414,28449,58435
45347,36924,11358
28172,10301,9729
11259,3422,57006
11075,2955,16319
39708,23701,35482
48977,18737,44940
43485,12518,1598
10722,35589,53387
1909,49605,3666
23551,20784,33369
12192,33905,47163
16578,2921,12594
15069,20723,19861
7995,33214,36651
55960,2548,22904
15049,39463,20321
49847,8088,33939
56386,8754,22460
39232,36988,37048
42737,17406,25123
52613,56690,44421
43977,35064,16746
48382,13699,9038
24225,21624,39540
49674,50553,27517
16825,19627,58200
12978,58134,11872
42348,15270,42350
13762,2738,37418
53487,29929,20193
25531,11156,59379
1906,58733,54584
25569,23781,1432
39674,3247,52712
27277,7175,50720
21592,28199,17615
15530,52192,1598
9202,9720,8611
45504,3541,27830
34516,29177,44078
46928,34286,24371
39220,21312,21883
20244,42737,28030
9069,41740,37870
56154,54008,7392
14360,21453,49430
51061,36994,55419
49511,44748,47374
9444,135,47482
1722,32957,38414
28569,2619,2816
41781,22904,22231
34265,57101,7128
27052,35510,23502
39335,59735,27858
39990,31707,58062
14823,52483,41284
16129,31655,59702
14094,17534,37033
47684,43031,2913
41221,23571,17554
8393,22945,9854
5047,37067,31677
4267,46367,11065
9651,12630,42044
20583,9959,46164
1258,14335,16796
28358,54319,37648
6277,32357,43741
57464,49928,30111
49987,53435,44873
51880,2434,44201
2664,9343,1596
10448,8273,21343
18615,56311,7237
19546,41804,39935
21206,56167,46745
16269,389,28308
50789,9457,51905
41770,393,5359
5551,41281,15579
14074,54561,59527
53665,10420,43641
38560,8360,5485
26569,32986,39734
21635,45805,12897
2552,22550,40923
50884,28818,17676
25163,43246,45757
17129,27011,44950
27738,18499,386
5813,22431,24713
35341,33364,48796
44884,16527,39703
991,31536,18157
16610,53879,46968
33024,117,21617
53621,39167,6464
53241,46104,22598
35527,33734,41959
49391,40393,23745
37765,8577,56655
28115,32074,36643
43779,19829,10524
23423,37805,55300
45102,53965,11265
4904,50410,25121
59085,2955,15802
16826,59336,9224
25685,12897,5747
17668,39135,41701
6950,29743,24416
27090,574,18478
14087,11377,29999
24481,47995,8766
50576,28126,51949
1024,52732,27169
32005,45114,32463
5247,12909,21053
56299,17253,48191
36519,53336,43095
13057,28543,52971
22365,9493,16442
29281,30707,33844
26361,24780,19285
51094,29274,13441
9859,14664,2388
46325,47428,13718
4287,18005,56919
36108,20555,10196
19393,40647,25757
38749,2575,9378
30923,11696,17540
51846,39597,53235
18573,46288,16963
23261,35231,13720
25337,15822,4778
21544,18023,43066
42717,45458,50613
1034,34306,57984
23843,7994,7212
50214,18994,54062
29708,25758,5189
56777,15358,45099
50744,55951,52162
5450,56104,1017
35426,14186,57567
58299,55158,3524
54493,30199,8769
12375,40925,39337
35099,6373,56049
55654,16061,9038
50687,50621,47366
33374,50331,11462
56294,35122,29559
59280,40861,29565
14516,37102,53931
6388,46840,51654
12328,8606,49862
2485,17084,49967
3065,54805,19065
50878,48482,55995
40521,29093,43585
41261,26985,46773
16024,32483,5168
48227,29565,8449
38360,32838,3712
12142,59804,16188
21728,38802,40611
15516,27318,35832
14759,32972,49458
24429,30206,4879
14965,57778,30931
9365,45402,29959
7929,29942,59660
1505,39403,22367
32979,53692,49925
19177,49015,47441
40310,767,19842
36879,56490,13300
15322,4640,28731
20987,57944,59445
19009,41600,42006
46221,52501,24346
20217,14931,52398
11434,44661,14006
4461,41992,38590
8608,34082,28410
56278,40157,32410
47249,22347,35343
45836,8349,50183
8555,29877,47245
57011,23826,9392
30503,3702,1760
9425,17262,51123
38263,26413,3064
14518,4757,12719
27277,31816,44688
4483,13672,13524
54909,111,38434
27762,56620,35156
1016,14842,1387
4102,22284,39374
56294,10667,42640
36157,6839,9688
42139,13504,8250
49471,46923,35409
20924,31515,42897
39,38688,22579
6741,28572,56758
59120,12904,926
32356,32303,38903
32713,3438,17023
52515,12545,18974
16658,17761,356
57952,29796,10332
44516,40907,38512
46641,31753,47267
55468,49294,37682
7377,24273,18244
42039,956,8542
7805,14306,10088
45403,32337,8523
34041,4519,14595
23690,40147,52360
1774,13497,15157
44135,36002,13348
53090,11657,55595
30615,34397,9500
5552,742,54347
22346,11287,40242
9249,43469,5932
23606,43752,24938
57893,13257,185
5590,28442,5723
16808,50143,22251
6995,15561,3987
1194,2387,57323
49132,793,45556
50414,10662,13773
13860,40175,40950
33554,6332,42925
53602,49012,42956
27771,26552,22629
36399,17650,38498
28809,13626,25000
35315,44345,30193
1387,59611,17326
55439,55236,56885
35260,4910,33326
37324,11182,12285
56975,53183,22287
54801,4385,51434
13824,54278,28759
55267,1760,54313
21837,29893,5737
58611,39834,51254
57357,226,1053
35428,24948,11872
46090,42638,19068
8485,13309,24338
24669,11172,50050
50865,56343,37760
55761,45914,58363
46679,16357,58311
13703,44625,39513
23185,55888,25033
40038,27670,39123
31365,16975,48229
39470,43325,54865
27557,26955,17253
47081,599,25753
33949,13686,6137
40981,20174,11133
5144,4035,34449
505,43250,39345
13712,4766,20209
12434,7165,5161
44804,12781,18292
55553,30211,28374
24866,51369,17592
46965,34640,31728
13694,46291,23462
368,22311,49272
46194,37291,22152
12924,40923,57667
22901,31066,52189
46414,5359,51444
52317,9440,49773
16838,53137,51281
53474,21696,17519
46836,32593,22647
43646,43624,20969
18308,31053,25263
39454,15702,22368
25005,13385,43111
15215,17324,19101
2951,49155,26780
34619,52601,13396
54283,49929,1829
2234,15085,1676
14353,56469,26276
51097,49440,31154
4913,23238,26530
2138,1306,35896
21305,20524,46224
28666,28178,35290
9782,37165,36395
45443,6435,27413
50890,57689,3123
30249,13932,50479
15534,21744,4580
14084,16481,43598
54090,14071,29668
53111,38399,37366
47999,13439,25843
18212,3144,7895
51847,871,11020
27997,27048,20868
9028,14898,46837
59711,26760,26727
25751,28717,6876
23269,17579,14697
13770,25770,30845
3778,25678,34336
54565,46674,48025
35687,33369,7869
17618,32280,23516
8596,10979,16070
42225,34392,23845
42458,54190,10212
36835,10618,8507
21261,24559,1471
59494,33204,39713
5896,29481,11596
42576,17795,26877
14194,19170,57326
14236,25649,57142
40063,52697,36095
4397,29918,1863
26163,55942,24168
25965,36153,32507
14620,5842,34181
44141,33155,52597
16108,24439,3338
53220,43188,22226
21712,29873,15392
14563,41644,27660
23979,2839,11654
20881,52222,30563
16462,4725,42352
15219,43884,34143
29441,48978,340
32719,18715,36316
44465,31606,271
39331,4962,59867
6446,48397,27260
41616,31131,19971
4236,50932,31249
28957,16664,39351
32229,9915,14044
40949,15598,9760
50631,49030,5455
50781,18241,58249
26667,42783,39774
45822,14350,29940
3643,54255,43799
7753,19004,18225
27808,21762,29246
13298,26889,49408
9541,33831,16539
33486,48673,41523
10888,1355,18521
8721,13054,38105
43584,56562,27870
36322,42813,19804
28580,46968,37936
14418,32954,34672
38843,19431,9023
7158,41313,45416
13648,37984,34425
13966,54409,46074
21104,36127,58024
29735,1254,16836
51187,16436,21727
21915,49790,55854
57400,32518,252
8604,17004,19692
56601,10662,20038
39499,7622,12937
11022,28726,8832
2144,30250,35945
30203,35914,36835
44480,35365,37321
39931,40493,28832
12015,26911,32314
2493,34699,37496
29322,50860,47252
12802,54644,37036
30104,9799,44491
41345,27224,29809
34604,50981,26299
11756,46561,36901
23586,57190,55380
50161,773,6645
5013,11976,6362
29195,52916,289
3906,37921,29875
10754,45902,28379
43982,15289,2338
3108,58826,4541
14176,1829,54866
35498,28452,48352
48947,54332,57304
672,35754,58523
51030,15964,41665
7005,38093,12999
50209,2022,31111
10843,1914,15081
17735,38096,24885
28816,4011,835
30803,18525,42168
31699,49927,17491
44444,44337,10993
40869,4435,46115
59677,38841,23732
15294,15451,55222
59202,20508,14599
32260,44629,1031
15376,47622,24012
11015,8987,7657
17750,6243,53930
49087,31486,3803
25792,29268,43963
2099,35699,12784
44146,424,33059
53508,22795,54114
26973,17638,59073
422,35923,20847
25769,4282,7694
28446,10313,55953
46410,42512,42932
30886,55942,1736
7585,16608,26586
45393,4004,57426
45832,23913,24827
55203,34474,3570
51190,40390,873
36769,5911,690
7774,35665,56850
43719,35161,14332
48617,57142,15638
34415,55996,15092
36360,50651,48066
1845,41137,14447
23596,16812,58852
30823,217,13566
42700,46369,25037
56557,56615,22064
15062,24094,22561
20393,57059,50136
14033,56651,49276
25659,14143,44692
31977,46342,49350
41501,12575,1893
12363,51591,22695
5618,20166,41135
2794,12808,41105
52272,53303,28719
18591,4127,35131
34567,12104,16170
56874,48331,50062
30796,16619,1987
20618,4593,34635
30921,49339,45570
53803,11909,11898
24925,14887,49436
44898,8072,57083
2610,11959,26227
52276,23767,29753
23674,28180,784
36444,47580,40409
24054,14001,22475
8741,13850,33611
19369,22188,27802
37299,26850,29656
56631,4556,13093
50475,14466,13140
17871,35535,23114
52187,23966,46844
3713,26077,43922
39638,31792,1743
21152,47822,47550
53731,4466,12563
3406,6674,17004
25474,23582,31187
18474,7898,22741
43037,23820,32383
27776,57173,11718
36846,55282,23362
39816,49220,9674
44172,56394,368
44151,6359,50368
6790,46347,11209
25991,43698,53040
49308,58836,1684
54530,2178,51374
15396,36443,19550
33,40643,27062
41555,8610,39509
16665,4575,1545
14233,1801,8623
5393,40854,21838
46745,50842,21406
43641,11803,29039
15262,49751,28640
54809,25320,23465
15532,34685,47058
58910,801,16618
31671,16158,55799
10972,50008,5323
57070,35031,6340
9276,28107,1496
10772,55940,50954
46126,47292,39316
16381,21271,30189
23454,28108,47003
51192,53503,32444
20130,2323,27501
38210,34084,20425
724,27525,51700
57206,38419,29704
4467,11071,1266
52599,37885,38302
37567,31977,9839
21737,54116,34749
34182,50067,40947
33455,43686,24708
18046,48988,49326
34486,27281,50418
14457,32480,52595
31481,19260,32483
19459,44211,3900
33196,22780,28678
29125,13539,52277
32633,58273,33514
35527,15571,37901
42574,23925,36385
8678,22716,30809
50559,12714,21579
47050,30926,11413
36447,16843,37175
5975,52755,34187
15866,51976,12074
56638,22251,17447
32035,20366,56810
22497,42415,10873
58301,31282,54201
10599,30114,43346
9594,57268,16232
29794,44717,58743
7830,7687,47074
28766,27556,25909
34064,37236,14649
52736,58823,52104
11231,58718,18422
29651,8937,50732
8113,3788,56240
1574,5779,59032
59068,54448,25083
13320,2877,18806
39052,42093,33944
16050,26537,57854
20181,48986,20032
8806,26285,17774
25851,31337,16612
32755,20873,21069
8710,33657,46820
50367,53197,8672
5705,37313,42700
50865,58819,51763
41090,32809,12610
43389,28614,48323
52414,53051,31639
5352,47491,25504
54564,30235,35093
7794,24063,27413
24733,15888,31869
69,3178,41028
49719,41207,32392
30409,555,3435
57513,10965,58799
10646,1634,44840
28961,49926,20254
33021,24081,11447
55829,35053,9892
43871,25538,26280
58144,24844,32266
54300,53932,6679
34505,50129,14804
5809,43176,19118
9683,34799,45358
37945,55366,4336
27131,20459,16659
14386,5169,13128
23411,4304,21603
42032,24538,4485
35287,2989,6385
18018,38317,3637
35796,50419,32780
45570,2306,39505
2997,38751,45419
30296,54957,22591
51452,58969,38448
17972,38920,57709
27316,48719,43277
11189,36268,17528
59524,45804,16698
28229,42345,27493
53078,35649,49460
11123,17148,24668
36917,9617,43982
48412,43657,38583
42677,55324,59315
24941,9091,11639
58267,36825,17744
33249,15868,57972
7267,16682,28634
19044,22086,4271
26316,48732,3977
57899,30459,2759
3347,53548,45956
20356,22845,23902
34277,2953,16380
45946,27706,54991
40257,44357,57833
9235,44663,16633
12615,28162,54439
26600,10907,81
55715,31943,59598
10589,882,21028
49441,21205,28577
35514,20629,38129
46052,5871,40606
35157,1537,25251
18618,5975,5965
48288,55818,18680
30177,7542,24080
10175,35271,6753
56812,8288,50506
3517,12008,52613
51957,15335,44534
19368,17663,16344
12302,3724,14112
1594,36064,57491
31170,35139,58769
48387,19014,49710
59770,34418,46053
4608,12521,35942
20287,58970,10634
5641,23703,31538
3590,32227,42840
15633,48901,29486
44024,31786,26579
34248,56291,19161
11109,37688,29124
6982,6051,37418
8669,27875,17032
35712,49477,35287
41087,11524,30096
16446,56028,58322
14065,784,49833
25631,51421,48756
39844,2068,8163
25752,12839,17987
1968,51497,46989
138,43682,945
21657,20232,30198
35789,48896,20805
20576,26239,25678
7663,2121,52714
32878,25184,7719
29754,9067,50145
44436,42403,29528
27244,45952,11508
47271,6351,33124
44876,29356,58671
30886,10183,34272
30383,33990,56172
20336,3102,2231
12763,18391,15931
41446,38697,24106
3083,57618,22954
42998,37393,57776
26720,24574,1344
19467,42912,1509
22817,19771,57342
42455,26423,57895
9378,17649,55433
42942,29876,42966
24949,17322,7184
59017,10850,46211
9539,2490,30331
36223,20745,31100
9174,29922,32109
21463,7646,18650
46644,25668,29630
46579,5681,10244
47311,45597,44442
2268,30103,47399
19503,56645,26108
40714,12861,29096
6672,42591,1534
37691,43218,9692
26908,32253,35643
57574,10173,20662
23774,11464,20067
3704,33478,45879
15959,5402,44799
24371,12547,15152
44963,16948,55390
4667,751,13678
49275,16187,54679
4272,25345,24051
16576,34187,8839
30138,14839,31973
51153,15227,1785
24575,4577,38789
51518,28923,41168
8582,16327,48950
7593,58821,1482
57293,48593,2959
26293,46334,5945
52482,2604,54000
50195,44672,59549
28944,5264,52531
14509,18712,25782
43620,16860,13747
21967,14693,25547
52566,38409,47872
58523,45504,44620
33673,23499,43338
15896,22672,50869
29488,31873,24295
24778,15477,14011
5186,51600,25148
